word1,word2,count
choose,between,24
be,killed,22
a,mob,11
chiefs,of,11
literacy,is,7
browns,would,5
to,comprehend,16
didn't,break,5
break,you,5
no,game,6
lt,gen,5
a,life-long,6
to,bless,14
all,seem,10
very,vocal,5
believe,i,145
young,the,20
paper,to,37
platform,to,20
this,conference,11
at,party,5
conference,thanks,6
to,james,15
behind,that,17
also,some,28
can't,avoid,7
being,you,22
ready,then,6
train,i,8
no,questions,20
are,wrong,28
im,right,7
team's,top,8
kool,aid,10
aid,and,20
and,vodka,12
almost,did,8
kid,but,10
are,asked,30
can,result,14
the,discount,20
discount,the,10
cost,would,5
it,two,18
wait,it,16
sprained,ankle,8
worn,path,5
path,is,10
good,have,13
rep,peter,12
very,old,14
peter,king,9
in,oh,7
old,black,6
black,woman,17
mentioned,i,6
a,clinic,9
clinic,to,7
wrong,things,8
medicine,for,9
her,grandson,8
agency,was,7
red,velvet,29
best,results,13
the,scam,7
was,acting,20
velvet,cupcakes,6
is,told,26
evidence,before,6
who,opposed,8
a,folk,8
taking,action,10
action,the,15
free,speech,44
speech,a,5
agency,is,38
lord,of,42
and,democrat,8
art,it,8
the,dismissal,8
star,with,10
her,long,21
pm,fridays,14
essential,part,6
fridays,and,18
and,saturdays,9
any,movie,9
set,something,8
gorgeous,in,6
yeah,me,25
in,p,7
like,something,77
the,collective,41
my,collar,6
sigh,of,21
perform,it,5
relief,in,7
isn't,happy,6
hudson,said,6
dogs,to,16
the,harm,11
your,set,7
someone,will,39
background,information,9
a,martin,5
information,we,13
of,past,26
setting,is,14
ice,at,6
as,john,9
name,in,90
go,round,15
julia,and,5
round,here,10
much,still,5
his,version,8
bed,because,5
because,even,30
is,accepted,9
accepted,as,16
the,norm,53
can,pop,5
pop,a,12
to,oomf,5
a,boner,10
integrated,into,10
help,her,72
she,always,53
do,rt,18
head,as,26
the,hubby,15
treats,the,12
radio,shows,9
version,on,10
system,so,8
monday,in,63
no,respect,20
respect,as,10
would,bring,59
goes,back,54
back,once,5
me,ask,12
past,she,7
the,author,247
only,dream,13
me,awake,6
author,had,5
clearly,has,9
had,noticed,7
progress,has,7
watch,her,25
mental,capacity,5
other,they,14
her,use,6
with,speed,7
sing,me,6
speed,but,6
the,litter,9
old,age,32
litter,box,8
a,businessman,12
my,in,6
who,built,18
built,up,35
a,shady,8
surface,but,8
say,but,39
the,mere,23
dying,of,17
oh,fuck,7
story,as,37
my,vegan,5
leather,pants,5
it,harder,35
district,said,23
rt,ff,23
my,community,18
lunch,a,6
on,past,12
past,experiences,5
that,super,5
best,fans,11
church,members,16
super,good,6
fans,take,5
good,hair,5
district,with,12
in,stride,9
have,supported,15
ministry,and,8
pink,in,7
his,stories,9
to,cup,5
more,ways,21
ways,than,12
and,lyrics,10
lyrics,in,10
count,i,5
new,level,31
level,this,11
you,enough,16
staying,warm,5
stands,for,56
and,folk,6
thrown,at,17
sporting,a,22
cooked,it,9
blast,this,7
today,how,21
like,two,23
serve,this,8
end,so,18
this,wonderful,40
so,soon,26
lane,the,6
michael,is,8
suspect,in,24
then,were,12
three,students,10
just,jump,6
chardon,high,6
him,already,5
that,shows,58
confessed,to,19
up,saturday,6
will,contact,10
heinz,field,7
yes,your,15
mission,trip,8
ill,still,8
today,always,5
the,warner,6
always,enjoy,21
warner,bros,16
his,victims,7
danny,briere,6
moving,picture,5
to,day,74
geauga,county,14
tweetdeck,for,5
joyce,said,11
and,begin,46
looks,nice,12
trip,in,33
thoughts,in,20
juvenile,court,12
and,alumni,6
bitch,u,8
past,with,12
the,bump,6
sound,on,7
considering,this,10
v,in,10
study,will,7
would,totally,14
totally,have,8
ass,all,7
scream,i,7
global,marketplace,6
place,tonight,5
fact,one,13
practice,tonight,11
our,drummer,6
morning,because,17
the,waste,20
town,it,9
to,function,38
environmental,issues,8
issues,related,9
doing,more,37
ff,the,12
join,twitter,5
grass,clippings,6
twitter,it's,8
things,im,5
im,supposed,9
a,sore,44
is,surely,13
sore,throat,31
drives,me,30
inside,as,7
push,myself,7
stop,singing,7
singing,she,5
reason,im,6
right,for,91
of,consecutive,8
we,start,80
now,rt,23
second,all-time,5
bell,and,20
brett,favre,25
guys,the,16
the,lazy,21
shops,at,6
but,of,111
come,after,19
not,cheap,6
frustrated,that,6
cost,in,8
my,doctors,6
doctors,and,51
going,overboard,6
home,care,7
that,dinner,6
not,tonight,14
but,walking,6
but,could,54
or,biking,5
events,and,88
and,concerts,9
hours,each,8
you're,around,9
concerts,to,5
around,downtown,5
form,which,5
i'm,laughing,5
still,better,11
allows,you,44
always,trust,5
than,not,44
hard,right,11
trust,for,11
doing,those,8
rt,twitter,6
we,expect,76
and,pictures,32
video,and,68
expect,all,7
my,mom's,57
eventually,will,8
theme,parks,7
a,navy,14
and,ticket,10
ticket,information,5
sex,toys,5
information,are,6
decided,they,16
your,pension,7
ass,niggas,9
the,locals,39
were,and,52
what,when,14
the,currency,20
perhaps,as,9
when,where,12
been,left,29
an,operator,6
your,retirement,10
retirement,income,7
your,pants,22
not,received,15
the,mercy,14
mercy,of,11
to,users,5
its,nice,36
soil,and,30
something,which,35
which,as,23
conditions,that,17
until,now,67
dream,as,9
would,people,9
big,problem,19
remember,it,67
live,as,34
keep,ur,6
countered,that,18
that,businesses,7
businesses,have,14
tweets,coming,6
added,about,6
million,jobs,23
james,dean,6
recent,times,8
past,six,28
that,loved,6
months,but,28
speaking,at,54
found,their,22
disposable,income,12
income,has,5
arlington,va,8
by,up,10
said,we're,82
the,defensive,67
even,within,7
jobs,lost,10
airline,industry,6
lost,during,6
sloppy,drunk,5
air,france,9
especially,this,9
now,no,28
his,court,18
with,empty,6
countries,and,43
go,spurs,12
the,request,68
and,seemingly,8
spurs,go,11
request,of,29
back,next,34
auditor,frank,9
shhhh,don't,5
frank,russo,15
christmas,time,18
russo,and,10
should,share,7
and,attorney,10
that,loud,6
attorney,joe,7
their,resources,10
county,also,7
also,paid,8
wasn't,talking,8
already,that,9
have,difficulty,12
sad,little,5
the,corruption,21
boy,i,51
life,doesnt,6
haven't,given,10
doesnt,happen,13
this,current,18
us,life,6
political,climate,5
may,pay,7
corruption,and,26
works,with,61
another,bill,6
bailey,and,5
that,shirt,11
flowers,at,8
prepared,for,91
season,they,17
are,averaging,5
still,hasn't,16
luckily,i,36
averaging,points,41
points,per,47
compulsion,to,5
per,game,105
be,advised,7
to,criticize,29
game,which,28
a,trending,6
which,leads,34
trending,topic,13
leads,the,67
niggas,in,6
a,billboard,16
don't,post,8
bad,way,24
wishing,everyone,28
rbis,and,15
would,live,8
and,prosperous,6
live,if,6
prosperous,new,6
shutout,innings,10
again,all,12
innings,in,34
in,relief,16
gallery,night,6
doesnt,go,13
night,this,16
i,travel,22
of,august,24
and,note,7
for,dc,9
a,complimentary,22
an,rbi,54
tests,for,16
for,spanish,8
sparkling,and,5
jam,is,6
look,that,39
small,plates,12
have,days,14
some,young,13
christ,i,17
hours,on,48
are,angry,11
field,in,58
and,cabbage,16
nothing,worse,8
in,california's,7
sugar,on,6
plate,at,7
pasta,is,6
say,let,11
rot,in,5
i'm,kind,30
public,house,11
potter,the,6
longer,has,12
the,grown,12
up,years,5
finish,his,10
the,bucs,13
god,wants,26
really,this,9
wants,us,24
this,bad,12
is,eligible,14
challenge,this,38
a,violation,30
any,worse,21
worse,it,15
just,add,25
gets,worse,24
sucks,it,6
buttons,to,8
pants,are,22
are,pulled,5
my,fridge,20
u,loved,5
their,not,7
loved,him,25
i,often,95
and,we've,47
him,rt,8
rip,junior,9
over,how,52
hopefully,get,5
that,health,9
find,somebody,6
of,vegetable,9
stock,and,47
cooper,said,13
craving,a,14
decide,if,49
be,treated,60
a,tim,11
soothe,my,7
public,hearing,23
my,sore,5
heres,a,62
wrapped,around,31
lol,oh,29
young,as,19
chicken,soup,26
be,rooting,8
found,at,72
a,veggie,10
been,widely,12
for,matt,5
widely,known,11
the,go-to,12
than,double,18
for,generations,17
of,cold,27
so,we'll,28
brave,new,6
net,is,5
im,scared,16
this,newspaper,7
the,outdoors,12
chatting,on,6
of,wanting,15
eat,chicken,5
mama,was,5
medley,of,5
of,vegetables,17
vegetables,in,10
decades,past,6
my,refrigerator,7
in,unison,7
then,come,30
safe,haven,15
played,just,9
go,seek,5
entire,game,6
reading,out,6
my,fight,5
does,need,8
even,so,47
new,laptop,15
forest,park,22
subscribe,to,50
fit,the,63
double,team,6
blog,so,22
mind,now,11
when,new,17
new,posts,7
little,as,36
are,published,9
then,only,7
few,inches,13
just,recently,30
recently,was,14
destruction,of,46
was,introduced,46
woods,of,6
a,bow,27
of,forest,9
and,volunteers,16
its,operations,8
bow,in,8
and,manage,20
the,forest,67
your,presentation,15
sweat,and,23
in,forest,21
time,make,10
a,grt,5
quarter,said,5
a,peek,30
peek,at,33
new,collection,12
chief,executive,220
an,australian,19
this,they,25
jack,and,45
and,jill,10
that,next,38
next,summer,20
prophet,muhammad,5
mike,mike,6
of,children's,14
didnt,exist,8
proper,way,8
hospital,of,14
of,orange,64
freak,out,31
county,will,18
its,far,7
immediately,thought,9
better,serve,8
during,that,85
that,scene,24
lol,she's,7
serve,their,5
their,god,7
to,revisit,14
of,bread,46
pm,nov,7
daughter,was,26
nov,at,25
who,watched,13
was,burned,14
the,tustin,15
a,loaf,19
the,grammy's,9
dat,nigga,5
but,nobody,25
i'm,lame,5
lame,and,15
ranch,road,5
so,innocent,7
buying,up,9
the,cult,24
it's,for,34
suck,the,11
out,online,11
the,glorious,20
help,take,5
apart,and,33
that,funny,14
and,recycle,5
thought,a,27
kitchen,a,14
materials,from,6
ours,was,9
was,forever,7
they'll,take,7
you're,either,6
either,a,72
least,years,31
every,three,19
early,or,7
or,you're,17
think,ima,9
ima,go,12
day,pass,6
your,really,12
tracks,in,11
jammed,with,6
over,she,15
with,families,12
it's,way,23
start,having,7
tables,or,8
name,if,12
more,intimate,14
must,win,13
intimate,relationship,8
are,referring,5
legislature,and,23
the,emerald,12
emerald,city,10
tonight,time,6
lunch,next,8
have,alot,11
youve,seen,15
and,knew,35
ff,my,13
new,picture,9
appreciate,this,11
games,last,14
report,a,19
are,putting,30
graduate,assistant,6
putting,your,13
with,respect,47
the,romantic,14
nfl,network,22
it,say,18
mlk,day,6
please,thank,10
allegation,in,5
make,life,25
smile,today,8
have,off,7
can,touch,7
pitched,as,5
someone's,life,7
pay,him,19
cake,mix,12
the,possession,7
of,friendship,17
he's,your,6
be,smoking,7
cope,with,50
package,directions,11
your,definition,7
nice,about,7
tweeting,so,5
fast,from,5
from,court,5
team,around,7
great,my,6
anything,at,39
to,accepting,5
accepting,the,25
ocean,to,8
senses,and,12
to,opposition,5
whats,in,16
regarding,a,14
to,past,9
vikings,in,5
in,minnesota,61
status,in,27
their,no,11
no,votes,6
term,of,21
for,decades,113
decades,and,23
really,sexy,5
long,live,16
and,activists,6
live,rock,5
a,dwarf,8
dave,grohl,9
court,where,12
to,pounds,23
at,little,15
pounds,ounces,6
a,carnival,11
u,ain't,23
got,much,11
can,if,13
balloons,and,6
third,week,13
you,most,35
music,when,14
everyone,but,25
the,toast,9
go,eagles,7
done,just,17
might,lead,9
me,more,117
of,amazing,32
members,were,36
i've,lived,9
money,has,15
the,inspector,19
inspector,general,34
ep,release,5
until,june,20
man,wearing,6
dress,on,7
you,guess,18
it,different,8
come,one,10
your,guess,9
one,come,9
share,how,14
come,all,22
much,done,13
we're,proud,14
there,still,34
space,shuttle,31
after,looking,18
shuttle,discovery,7
can,assist,8
fly,over,10
general,and,25
better,understand,16
the,appointment,41
much,people,9
people,love,36
scene,is,28
president,on,11
miami,is,10
even,show,12
course,if,31
dog,has,11
done,you,22
has,officially,21
knew,all,11
officially,made,6
too,to,15
meant,it,13
billion,dollars,21
him,know,34
no,singles,10
guess,u,10
a,def,5
is,new,78
no,d,8
silence,i,9
i,covered,23
covered,a,7
with,republican,9
holes,but,5
my,break,9
no,doubles,15
due,diligence,17
book,it,42
that,compares,14
spot,it,12
of,mls,6
preach,it,11
i,secretly,8
step,forward,39
is,slow,21
slow,as,13
on,end,19
fuck,lol,8
my,kiddos,11
me,wonder,43
my,wish,32
lmao,that,8
how,anyone,8
true,by,7
by,following,26
lol,hey,12
and,march,31
family,who,38
been,checking,5
we,now,86
first,come,10
come,first,18
first,served,7
don't,just,39
is,sick,37
seriously,get,5
yup,i'm,11
issue,where,5
always,running,6
sending,to,6
today,said,24
morris,claiborne,13
president,david,8
said,he'd,34
will,file,6
he'd,be,41
lot,now,5
welcome,love,7
researching,the,13
another,fan,7
wrath,of,24
the,institution,19
the,titans,30
it,fly,7
your,ready,8
of,september,19
standards,are,14
recalled,the,14
times,he,56
and,necessary,5
me,any,30
then,off,29
great,events,5
past,hours,13
church,a,7
to,recommend,39
a,historically,8
historically,black,5
you,leaving,9
a,grain,16
should,join,6
grain,of,20
is,politically,5
of,salt,52
politically,active,5
active,and,32
local,grocery,11
play,i,39
takes,you,34
grocery,store,147
the,juke,6
my,church,12
they,asked,45
ryan,zimmerman,6
for,legal,20
watched,that,15
advice,in,13
puts,in,6
preparation,time,8
time,once,13
open,net,5
case,or,11
is,cooked,19
or,help,12
help,getting,10
attempt,in,5
ghost,protocol,10
issue,on,22
my,fun,8
in,long,43
jones,was,14
first,bought,9
always,willing,6
watson,said,9
cleveland,ohio,114
old,to,40
by,thursday,11
thursday,i,15
mainly,to,13
set,another,5
another,goal,8
to,strong,6
goal,or,8
political,discourse,5
dream,a,18
trucks,and,26
sport,utility,10
amazing,view,5
christ,and,43
sales,rose,15
you,include,9
a,deadline,35
of,ground,29
a,struggling,12
hello,twitter,12
anyone,need,12
lord,and,39
struggling,economy,5
and,rejoice,5
rejoice,in,16
analysts,have,11
have,predicted,14
predicted,that,25
to,fb,9
sweet,you,11
fb,and,26
last,month's,27
status,to,6
from,denver,10
since,april,37
cuz,that,5
by,grace,12
fuck,was,6
just,happened,59
loyalty,is,13
had,shared,9
taking,that,16
the,pledge,12
with,parents,21
pledge,of,7
parents,a,6
of,truth,49
always,done,12
chill,i,5
it,bro,13
collecting,the,8
serving,the,32
the,blessed,16
be,those,18
hope,but,9
reality,they,10
class,because,5
an,endorsement,12
limbaugh,is,5
a,hello,10
avoided,the,12
the,negative,49
publicity,and,7
and,been,31
hm,i,25
red,or,18
or,green,15
live,here,37
green,chile,10
the,pure,23
and,witness,5
documentation,of,10
few,questions,28
questions,what,6
drink,for,26
a,goddess,12
no,my,23
my,thighs,13
he,replied,26
are,hidden,8
the,supreme,149
bad,boy,21
hidden,in,32
me,which,35
court,today,8
sense,and,42
every,situation,9
situation,and,51
and,peaceful,23
awhile,back,9
pretty,girl,13
to,dodge,11
with,broken,12
and,vowed,8
i'm,nervous,10
andrew,jackson,7
spare,time,18
all,think,17
think,thats,41
never,quit,12
quit,and,13
the,bitches,14
and,suddenly,53
suddenly,i,24
never,win,13
n,that,6
to,m,7
awards,for,32
for,students,94
majoring,in,8
in,advertising,17
red,in,19
limit,yourself,8
buffet,and,8
and,corporate,32
to,kelly,5
needed,you,9
read,by,28
amazing,year,5
telling,your,13
tinker,tailor,7
tailor,soldier,5
of,jeans,16
soldier,spy,5
spy,on,18
stay,hungry,14
drug,deal,8
most,exciting,35
gone,bad,9
much,there,14
ever,this,8
see,even,10
from,then,23
who,you're,10
we're,very,31
you're,dealing,8
nd,time,23
he,simply,15
excited,too,12
over,six,15
that's,scary,7
trust,the,53
government,said,18
is,similar,53
advisor,to,12
the,clinton,23
clinton,administration,7
administration,at,7
asked,myself,11
your,needs,32
myself,the,36
back,pocket,12
brookings,institution,6
and,chinese,19
always,helps,5
chinese,officials,14
im,eating,12
to,wanna,5
listened,as,6
hey,d,7
added,an,34
an,addition,12
sat,around,7
usually,to,7
fo,sho,18
unless,that,6
do,lunch,12
bags,and,45
and,chop,9
one,special,17
chop,it,10
special,person,15
get,someone,22
bags,that,12
author,for,6
asks,me,27
anyone,really,16
